price,bedRooms,bathRooms,lotSize,floors,basement,yearBuilt,yearRenovated,city,country
376000.0,-0.407038309082831,-0.14334602864631513,-0.3612599223633576,2.8157155870248305,-0.6703971096807761,1.2559899136774968,-0.8272953160534822,Seattle,USA
800000.0,0.7228240410940513,1.5678253899570496,3.9974503766910443,0.9409600859099096,-0.6703971096807761,1.2221901686538827,-0.8272953160534822,Carnation,USA
324000.0,-0.407038309082831,0.1988882550743578,-0.3744977198624788,0.9409600859099096,-0.20311149589701533,1.2221901686538827,-0.8272953160534822,Seattle,USA
549900.0,1.8526863912709337,0.8833568225157037,-0.20596401045179175,-0.9337954152050114,2.7407878709406774,0.2757973079926885,-0.8272953160534822,Seattle,USA
320000.0,-0.407038309082831,0.5411225387950307,-0.2072326327121242,0.9409600859099096,-0.6703971096807761,1.0869911885594266,-0.8272953160534822,Maple Valley,USA
875000.0,0.7228240410940513,-0.14334602864631513,-0.23395643641347516,-0.9337954152050114,1.9464023275082842,-1.6845879033769284,1.221372961118306,Seattle,USA
265000.0,0.7228240410940513,-1.5122831635290068,-0.136520731070985,-0.9337954152050114,1.3389310295893952,-0.29879835740875094,1.2172899152245904,Kent,USA
394950.0,-0.407038309082831,0.5411225387950307,-0.36495547416519564,2.8157155870248305,-0.4834828641672718,1.1883904236302687,-0.8272953160534822,Seattle,USA
842500.0,0.7228240410940513,0.5411225387950307,-0.25331671525593996,1.8783378364673702,-0.6703971096807761,-2.3267830588255958,-0.8272953160534822,Seattle,USA
368000.0,-0.407038309082831,0.5411225387950307,-0.362197599686212,0.9409600859099096,0.1707169951299933,1.2221901686538827,-0.8272953160534822,Seattle,USA
885000.0,0.7228240410940513,0.5411225387950307,-0.26153518120331104,0.9409600859099096,-0.6703971096807761,0.8165932283705138,-0.8272953160534822,Seattle,USA
453246.0,-0.407038309082831,0.5411225387950307,-0.3363563158181358,0.9409600859099096,0.7781882930488824,1.4587883838191813,-0.8272953160534822,Issaquah,USA
927000.0,0.7228240410940513,0.8833568225157037,-0.06600188064337464,0.9409600859099096,-0.6703971096807761,-0.6029960626212777,-0.8272953160534822,Clyde Hill,USA
490000.0,-1.5369006592597132,0.5411225387950307,-0.36106687114982877,0.9409600859099096,0.1707169951299933,1.1207909335830406,1.2172899152245904,Seattle,USA
341000.0,-0.407038309082831,-0.827814596087661,-0.2030958209936488,0.003582335352449101,-0.6703971096807761,-0.6367958076448917,-0.8272953160534822,Shoreline,USA
235000.0,-2.6667630094365955,-1.5122831635290068,-0.3318334016726027,-0.9337954152050114,-0.6703971096807761,-1.0085930029046466,-0.8272953160534822,Seattle,USA
560000.0,-0.407038309082831,-0.14334602864631513,5.579008654153763,-0.9337954152050114,-0.6703971096807761,0.5123955231579871,-0.8272953160534822,Auburn,USA
900000.0,0.7228240410940513,1.5678253899570496,0.6599258397146854,0.9409600859099096,2.320230818535293,0.24199756296907438,-0.8272953160534822,Bellevue,USA
255000.0,-1.5369006592597132,-1.5122831635290068,-0.33048204317790075,-0.9337954152050114,0.38099552133268566,-2.0563850986366834,1.2203521996448772,Seattle,USA
876650.0,-0.407038309082831,1.5678253899570496,-0.05447396532122325,0.003582335352449101,0.5445454861570019,-1.4479896882116299,1.183604786601437,Mercer Island,USA
540000.0,0.7228240410940513,0.1988882550743578,5.895529908106709,-0.9337954152050114,1.87630948544072,0.6475945032524434,1.2234144840651637,Duvall,USA
350000.0,-1.5369006592597132,-1.5122831635290068,-0.275324553598229,0.003582335352449101,-0.6703971096807761,-2.1915840787311396,1.2040200160700147,Seattle,USA
750000.0,0.7228240410940513,0.5411225387950307,-0.26346569333859954,0.9409600859099096,-0.46011858347808376,0.9855919534885842,-0.8272953160534822,Bellevue,USA
582000.0,0.7228240410940513,-0.48558031236698806,-0.2711877418797536,-0.9337954152050114,1.5024809944137114,-0.6705955526685059,1.2081030619637303,Seattle,USA
372500.0,1.8526863912709337,1.2255911062363767,-0.12115937022304642,-0.9337954152050114,2.0865880116434123,1.1207909335830406,1.2172899152245904,Seattle,USA
410000.0,-0.407038309082831,0.1988882550743578,0.0672310354363225,0.9409600859099096,-0.6703971096807761,0.5461952681816011,1.2142276308043038,Maple Valley,USA
360000.0,0.7228240410940513,-0.14334602864631513,-0.24774580880839311,-0.9337954152050114,1.0118310999407627,-0.9409935128574185,-0.8272953160534822,Seattle,USA
1015000.0,-0.407038309082831,0.5411225387950307,0.5527824162061731,-0.9337954152050114,1.9464023275082842,-0.5691963175976636,1.1968746857560126,Seattle,USA
225000.0,-0.407038309082831,-1.5122831635290068,-0.17846800189632536,-0.9337954152050114,-0.6703971096807761,-0.1635993773142946,-0.8272953160534822,Renton,USA
647000.0,0.7228240410940513,0.5411225387950307,-0.20949408978489073,0.9409600859099096,-0.6703971096807761,0.9517922084649701,-0.8272953160534822,Sammamish,USA
950000.0,1.8526863912709337,1.2255911062363767,6.736460994238385,0.003582335352449101,2.437052221981233,1.0869911885594266,-0.8272953160534822,Woodinville,USA
185000.0,-0.407038309082831,-0.827814596087661,-0.16583693678258055,-0.9337954152050114,-0.6703971096807761,-0.33259810243236504,1.2152483922777326,Auburn,USA
335000.0,-0.407038309082831,0.5411225387950307,-0.2635484295729691,0.9409600859099096,-0.6703971096807761,1.1207909335830406,1.2172899152245904,Renton,USA
210000.0,-0.407038309082831,0.5411225387950307,-0.3265382826729542,0.9409600859099096,0.07725987237324115,1.1207909335830406,1.2172899152245904,Seattle,USA
522000.0,0.7228240410940513,0.1988882550743578,-0.16161738882973564,-0.9337954152050114,0.3576312406434976,0.3095970530163025,-0.8272953160534822,Kirkland,USA
770000.0,-0.407038309082831,-0.48558031236698806,-0.26153518120331104,-0.9337954152050114,-0.6703971096807761,-0.5691963175976636,1.2285182914323083,Seattle,USA
499950.0,-0.407038309082831,-1.5122831635290068,-0.22347651339333754,-0.9337954152050114,-0.15638293451863924,-1.0085930029046466,1.2081030619637303,Seattle,USA
751000.0,0.7228240410940513,0.5411225387950307,-0.23004025465331848,0.9409600859099096,-0.6703971096807761,1.1207909335830406,1.2172899152245904,Redmond,USA
330000.0,1.8526863912709337,1.2255911062363767,-0.18665888909890663,-0.9337954152050114,1.3155667489002072,1.4249886387955673,1.135628997350279,Burien,USA
465000.0,-0.407038309082831,-0.827814596087661,-0.08618952182953452,-0.9337954152050114,1.268838187521831,-0.5015968275504354,-0.8272953160534822,Kirkland,USA
850000.0,0.7228240410940513,-0.48558031236698806,-0.07085573972638576,-0.9337954152050114,-0.6703971096807761,-0.33259810243236504,1.2152483922777326,Mercer Island,USA
947500.0,0.7228240410940513,0.1988882550743578,-0.05941056063860387,0.003582335352449101,-0.6703971096807761,-0.09599988726706646,-0.8272953160534822,Mercer Island,USA
302000.0,1.8526863912709337,0.1988882550743578,-0.1839561721095027,0.9409600859099096,-0.6703971096807761,0.5123955231579871,-0.8272953160534822,Maple Valley,USA
500000.0,-1.5369006592597132,0.1988882550743578,-0.3626388596028494,2.8157155870248305,-0.6703971096807761,1.2221901686538827,-0.8272953160534822,Seattle,USA
201000.0,-0.407038309082831,-1.5122831635290068,-0.13053614345159062,-0.9337954152050114,-0.6703971096807761,-0.06220014224345237,-0.8272953160534822,Kent,USA
265000.0,-1.5369006592597132,-1.5122831635290068,-0.3214362148868346,0.9409600859099096,-0.6703971096807761,1.2559899136774968,-0.8272953160534822,Redmond,USA
870300.0,0.7228240410940513,0.5411225387950307,-0.31255585906450745,0.003582335352449101,0.8716454158056345,-2.0563850986366834,-0.8272953160534822,Seattle,USA
339000.0,-0.407038309082831,-1.5122831635290068,-0.1760410723548198,-0.9337954152050114,-0.6703971096807761,-0.5353965725740495,1.2234144840651637,Shoreline,USA
690000.0,0.7228240410940513,0.5411225387950307,-0.028136264046929982,0.9409600859099096,-0.6703971096807761,0.6137947582288293,-0.8272953160534822,Issaquah,USA
788000.0,0.7228240410940513,1.5678253899570496,-0.24060291390782562,0.9409600859099096,1.2922024682110191,1.0869911885594266,-0.8272953160534822,Issaquah,USA
315275.0,-0.407038309082831,-0.48558031236698806,-0.17769579704220997,-0.9337954152050114,0.45108836340024977,-0.6705955526685059,1.2081030619637303,Seattle,USA
505000.0,0.7228240410940513,-0.48558031236698806,-0.26705093016127823,-0.9337954152050114,1.4557524330353353,-1.6507881583533144,1.1693141259734325,Seattle,USA
368000.0,-0.407038309082831,-1.5122831635290068,-0.1264544892226949,-0.9337954152050114,-0.6703971096807761,-0.09599988726706646,1.211165346384017,Woodinville,USA
947500.0,-0.407038309082831,0.8833568225157037,0.3491685434228147,0.003582335352449101,1.198745345454267,-1.8197868834713846,-0.8272953160534822,Burien,USA
156000.0,-0.407038309082831,-1.5122831635290068,-0.1628032748556986,-0.9337954152050114,-0.6703971096807761,-0.4001975924795932,1.202999254596586,Federal Way,USA
610000.0,0.7228240410940513,1.2255911062363767,-0.26153518120331104,0.003582335352449101,0.4277240827110617,-1.3803901981644016,-0.8272953160534822,Seattle,USA
420000.0,-1.5369006592597132,0.5411225387950307,-0.3616736035352051,2.8157155870248305,-0.6703971096807761,1.289789658701111,-0.8272953160534822,Redmond,USA
192000.0,-1.5369006592597132,-1.5122831635290068,-0.10874893506762026,-0.9337954152050114,-0.6703971096807761,-0.6029960626212777,-0.8272953160534822,Normandy Park,USA
910000.0,-0.407038309082831,-0.14334602864631513,-0.23064698703869485,-0.9337954152050114,2.483780783359609,-0.29879835740875094,-0.8272953160534822,Seattle,USA
840000.0,0.7228240410940513,0.8833568225157037,-0.3235873569804418,0.003582335352449101,1.6193023978596517,-1.177591728022717,-0.8272953160534822,Seattle,USA
300000.0,-1.5369006592597132,-0.48558031236698806,-0.1760410723548198,-0.9337954152050114,0.4978169247786259,0.14059832789823212,-0.8272953160534822,Seattle,USA
505000.0,0.7228240410940513,0.5411225387950307,-0.22377987958602574,-0.9337954152050114,2.1099522923326006,0.24199756296907438,-0.8272953160534822,Kirkland,USA
110000.0,-0.407038309082831,-1.5122831635290068,1.0661883292137577,-0.9337954152050114,-0.6703971096807761,-0.8733940228101904,-0.8272953160534822,Maple Valley,USA
746000.0,-0.407038309082831,0.5411225387950307,-0.1525991392834593,0.9409600859099096,-0.6703971096807761,0.7151939932996716,-0.8272953160534822,Bellevue,USA
211000.0,-0.407038309082831,-0.827814596087661,-0.18927886985394105,-0.9337954152050114,-0.6703971096807761,-1.0085930029046466,-0.8272953160534822,Burien,USA
675000.0,0.7228240410940513,1.2255911062363767,-0.3073158975544386,-0.9337954152050114,2.1333165730217885,-0.2311988673615228,-0.8272953160534822,Seattle,USA
734200.0,0.7228240410940513,0.5411225387950307,-0.26153518120331104,0.003582335352449101,1.852945204751532,-1.4479896882116299,1.183604786601437,Seattle,USA
615000.0,-1.5369006592597132,-0.48558031236698806,0.38913014462328693,0.003582335352449101,-0.6703971096807761,-1.7521873934241565,1.2040200160700147,Vashon,USA
630000.0,0.7228240410940513,-0.14334602864631513,-0.23395643641347516,0.9409600859099096,-0.6703971096807761,-2.0225853536130693,1.1948331628091549,Seattle,USA
301500.0,-1.5369006592597132,-0.827814596087661,-0.36266643834763923,0.9409600859099096,-0.6703971096807761,1.1545906786066547,-0.8272953160534822,Seattle,USA
369000.0,-1.5369006592597132,0.5411225387950307,-0.37474592856558736,0.9409600859099096,0.05389559168405311,1.289789658701111,-0.8272953160534822,Seattle,USA
635000.0,-0.407038309082831,0.5411225387950307,-0.35990856386865566,2.8157155870248305,-0.6703971096807761,1.323589403724725,-0.8272953160534822,Seattle,USA
1033888.0,0.7228240410940513,1.5678253899570496,-0.25637795592761176,0.9409600859099096,-0.2965686186537675,1.4587883838191813,-0.8272953160534822,Redmond,USA
383000.0,0.7228240410940513,0.5411225387950307,-0.22780637632534176,0.9409600859099096,-0.6703971096807761,1.323589403724725,-0.8272953160534822,Maple Valley,USA
1050000.0,0.7228240410940513,2.2522939573983956,-0.09606271246429576,0.9409600859099096,1.5725738364812756,1.2559899136774968,-0.8272953160534822,Kirkland,USA
455000.0,0.7228240410940513,0.5411225387950307,-0.1874862514426017,0.9409600859099096,-0.6703971096807761,1.0193916985121982,-0.8272953160534822,Renton,USA
819900.0,1.8526863912709337,0.8833568225157037,-0.2030958209936488,0.9409600859099096,-0.6703971096807761,1.4249886387955673,1.135628997350279,Redmond,USA
625000.0,-0.407038309082831,1.9100596736777224,-0.3485185422704534,0.9409600859099096,0.19408127581918136,1.289789658701111,-0.8272953160534822,Seattle,USA
651000.0,0.7228240410940513,0.5411225387950307,-0.20251666735306226,0.9409600859099096,-0.6703971096807761,0.7489937383232856,-0.8272953160534822,Sammamish,USA
480000.0,1.8526863912709337,3.621231092281087,0.5658271624917655,-0.9337954152050114,3.3015306074811903,0.1743980729218462,-0.8272953160534822,Woodinville,USA
757000.0,-0.407038309082831,1.5678253899570496,-0.2537303964277875,0.9409600859099096,-0.6703971096807761,1.2221901686538827,-0.8272953160534822,Issaquah,USA
460000.0,-0.407038309082831,0.1988882550743578,-0.1112310220987055,-0.9337954152050114,1.5725738364812756,0.2081978179454603,1.2183106766980194,Kenmore,USA
267345.0,0.7228240410940513,0.1988882550743578,-0.17424845394348049,-0.9337954152050114,1.4323881523461472,0.03919909282738988,-0.8272953160534822,Federal Way,USA
530000.0,-1.5369006592597132,-0.14334602864631513,-0.2629141184428028,-0.9337954152050114,-0.6703971096807761,1.1883904236302687,-0.8272953160534822,Redmond,USA
